Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Tipe klasifikasi HS,Tipe klasifikasi Abusive
awwww sih koko badan kontol tantang ayo ah dicrotin kontol keras uuunncchh xf0x9fx91x85xf0x9fx92xa6xf0x9fx92xa6 uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
dear dik selamat ya capai moga dipe ahankan kasih kendor dik 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
mentalitas jamban pikir adat budaya elok buatjadi amp kekok nak ubah buruk akar umbi alih zaman amp generasi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kampret kampret berani ml doang jolok jolok mata tai haha canda guys uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
ah ulama karbitan omong bawa sejuk baca ajar hidup nabi biar tulalittttt,1,1,1,0,1,0,0,0,0,1,0,0,Yes,Yes
aktivis 98 hasil tumbang rezim orde kknnnaktivis 98 zaman now tuju nya bubar pksnnnumpang aktivis 98 reformis susup mental komunis,0,0,0,0,0,0,0,0,0,0,0,0,No,No
viralkan,0,0,0,0,0,0,0,0,0,0,0,0,No,No
3 bersamasama segenap orang kristen bentuk keluarga allah diam tinggal roh efesus 21922,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jokowi komunis kapitalis uniform resource locator,1,0,1,0,0,1,0,0,0,1,0,0,Yes,No
jual kabur lapak tutup xf0x9fx98xa1 lemah belanja market place konsumen lindung klik tombol selesai bera i was was kena tipu barang cacat undang undang lin,0,0,0,0,0,0,0,0,0,0,0,0,No,No
sipit mbak onih xf0x9fx98xad,0,0,0,0,0,0,0,0,0,0,0,0,No,No
celeng teriak teriak cebong tolol celeng dungu nih bukti nn2019 ganti presiden yuknsetuju bang ganti tolol cari kocak no ya bang nnnah rock,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
sepe i kerja komunis zaman o sepe i purapura teman serang waspada mudah percaya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
presiden i mmsp bahagia datuk seri r si sambut hadir perdana menteri dewan juru beli kuala kangsar,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tau iya prabowo salah geng menteri juang rakyat semesta partai adil sejahtera anak ditii berontak penghianat,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
bugis arabnyamuhammadiah ayah jawa darah cinanahdatul ulama muslim bayi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ajak negara oki buang islam lukman jalan damai timur,1,1,0,1,1,0,0,0,0,0,0,1,Yes,Yes
festival palang pintu ke13 gelar budaya 2018 56 mei 2018 sabtu minggu 0800 indonesia barat 2200 indonesia barat tutup jalan jalan raya kemang jaka a selatan informasi telpwa 081280079048,0,0,0,0,0,0,0,0,0,0,0,0,No,No
benda bodoh pergi beli makan kejap mati perang tau stasiun uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
calon presiden ri 1 nih pintar pro orang otoriter,0,0,0,0,0,0,0,0,0,0,0,0,No,No
guntur romli alquran budaya sejarah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
waspada izin tambang jelang pilih kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
naluri banci nya hilang ya kawin uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
otak dungu ya,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
sih negara bikin legislasi ya mental mahkamah jalan hukum larang ngewe resmi catet bikin jalan,0,0,0,0,0,0,0,0,0,0,0,0,No,No
komedian keren gue bolot hebat banget bikin dialog dialog sambung amp dada bingung lawan bicara digakbolotin jago tektoknya ya allah nnlong life bolot,0,0,0,0,0,0,0,0,0,0,0,0,No,No
blok cina rusia syarat korban galau berat indonesia kerja hebat uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
presiden ajak ulama sejuk suasana jelang pilih kepala daerah serentak,0,0,0,0,0,0,0,0,0,0,0,0,No,No
azan nih mulut jamban,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
hiruk pikuk pilih kepala daerah pilih presiden sejati seteru antek asing barat asing asing juang negara republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
lengser om dewan wakil rakyat kuasa rakyat berani kawal lengser,1,0,1,0,0,0,0,0,1,0,0,1,Yes,No
and rupa turun mix cina huhu xf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kerudung sih transgender makan busuk seram laku wajah sundal bolong zaman nowxf0x9fxa4xa3,1,1,1,0,0,0,1,1,0,1,0,0,Yes,Yes
pro 2 to kampus pagi 10301130 indonesia barat bahas ekonomi chess competition ecc viii himpun mahasiswa ekonomi bangun himpun mahasiswa ekononmi bangun universitas tanjungpura kak reza k kak wiranti c kak andinia kak tino sila isipasi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tenggelam kunyuk penghianat hancur bangsa uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
rela munafik jumput nikmat dunia bela kuasa zalim,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
ya allah xl kampret koneksi,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
pakai licik akun palsu sebar membully akun palsu bunuh karakter orang salah partai komunis indonesia orang ateis anti allah agama jenderal nasution waspada komunis,1,0,0,1,1,1,0,0,0,0,1,0,Yes,No
mantap nih 1 1 1 jokowi cak imin 1 mobil jokowi cak imin 1 acara jokowi cak imin 1 pesawat join 2019 ber1 indonesia jaya jokowi cak imin 2019 join indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
iya anjr bacot pengantin tendang gaun nya dayezsah,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
banget laku mantan berengsek seolaholah laku jahat lupa jokowi mantan tau khianat tolak luka uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
babi sial haaaa marah,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
era yogia undang undang md3nya revisi undang undang md2 lembaga daerah dewan wakil rakyat daerah masuk ranah cengkeram pusat isi anggota dewan wakil rakyat daerah masuk pilih nasional daerah masingmasing b,0,0,0,0,0,0,0,0,0,0,0,0,No,No
selamat buka puasa jalaninhongkong jumat thrnai 2d top 80319ncb kuat 88833999nmacau 93 83 98nselamat racik sesuai ai mu jpnminat bom 2d 3d enam garis inbox boskubuat percaya percaya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tsamara kagum diktator soekarno,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
alien biru lahir buah kota mewah ayah bunda laku world tour sangka bunda lahir alien disanannaileen lahir tanggal 10 mei 2000 pagi buta berat 24 kil,0,0,0,0,0,0,0,0,0,0,0,0,No,No
usir duta myanmar kumpul orang buddha indonesia lapang buka adakan orasi uniform resource locator,1,0,0,1,1,1,0,0,0,0,0,1,Yes,No
sinting uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
pers cerdas bangsa lgbt virus bahaya islam virus bahaya,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
wakil presiden susilo bambang yudhoyono orang saudagar lumayan sukses,0,0,0,0,0,0,0,0,0,0,0,0,No,No
suka nakal sih pojok,0,0,0,0,0,0,0,0,0,0,0,0,No,No
siang tadisaya rapat batas pimpin presiden publikasi asi games 2018 media lokal internasional kerja sukses event bergengsimohon doa dukung rakyat indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
5 kerja abang,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ya lompat 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
03 detikspo presiden jokowi sorot minim promosi asi games,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bajing inter tim top hebat lazio sampah,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
sok imut najis,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
xe3x85xa4damar rogoh kantung celana cari ponsel warna hitam deteksi ininnxe3x85xa4xe3x85xa4xe3x85xa4xe3x85xa424xc2xb0c pondok cinannsial nxe3x85xa4cukup sekolah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bupati luwu timur hem thorig husler buka rapat koordinasi forum waspada masyarakat gedung wanita simpurusiang malili rabu 11042018 bupati himbau isipasi masyarakat jaga situasi aman tertib masyarakat jelang pilih kepala daerah serentak baca lengkap,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kalah suha oprabowo lawan opini 1998 libat konspirasi global as cina sekutu dukung rencana csis elite katolik radikal konglomerat tionghoa jatuh suha o,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ngentot pacar hotelnngentotabg sange toket gede abg bugil tante sepi memek becek tante bugil uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
diktator jokowi jongos organisasi jagal manusia nu andal kampanye kiai tukang tipu,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
butuh dunia internasional yaxefxbcx9f kemarin ya teriak antek asing asing asongxe3x80x81 kopar kafir yaxefxbcx9fxefxbcx9fxefxbc,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
ingatsama temu rakyat 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
alot ifikat halal komponen mikro tengara sentuh babi alami dekomposisi molekular atomik cap haram najis alami proses dekomposisi molekular ramai nih,0,0,0,0,0,0,0,0,0,0,0,0,No,No
lepas bom surabaya aksi teroris susah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
henti henti bayang 15 menit cocot nih ya gue orang not easy to talk suruh bercocot 15 menit gue bilang hem hem hem doang,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
monyet songong uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
kayak fist travel abu tour gelap uang jamaah umrohnnah leceh diam ajanini orangxe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0,No,No
potong tangan bajing pimpin munafik daerah munafik persa syariat cambuk orang pacar doang,1,1,1,0,1,0,0,0,0,0,0,1,Yes,Yes
warga badui selesai tradisi seba pendopo perintah kabupaten lebak be emu gubernur banten wahidin halim sabtu 214 seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kaderkader partai demokrasi indonesia juang nasional demokrat anti islam ulama,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
mbok ya batuk orang makan tutup congor,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
goblok selesai selesai nakal goblok uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
melayu hilang whatsapp yahudi beli haha,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jokowi mega calon presiden mundur bikin ai,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
rekrut gus nadir freemason kadung muka agama yahudi ya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
sampaoli is sontoloyo pilih higuain icardi xf0x9fxa4x90,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
mubazir kodrat 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
bolot,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
masyarakat pribumi san,0,0,0,0,0,0,0,0,0,0,0,0,No,No
gue gak tau man orang pijak kepala but when kepala orang puas hati bodoh,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
5 posisi seks video tante ngentot cinta kamar mandi tontong lengkap uniform resource locator luxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
subhanallah gubernur presiden kayak presiden wali kota,0,0,0,0,0,0,0,0,0,0,0,0,No,No
calling for tenant paramabudaya 2018 telkom universitas selamat siang pasar budaya paramabudaya 2018 hadir yuk te arik pasar produk ribu cinta budaya banget langsung daftar daftar,0,0,0,0,0,0,0,0,0,0,0,0,No,No
akunyang suka bisunacap kali acuhndan pandang,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bank asing atur atur usaha perintah atur usaha milik saham utang bayar untung freepo,0,0,0,0,0,0,0,0,0,0,0,0,No,No
daftar sanata darma yoyakarta nes katolik,0,0,0,0,0,0,0,0,0,0,0,0,No,No
agus budek dengar,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
compile assignment sinting lengan baju,0,0,0,0,0,0,0,0,0,0,0,0,No,No
anjir lucu banget animasi dewa,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
sungguh rezim jokowi sadis kuasa soeha o puluh,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
mata picek eyeliner,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
kampret kecoak bikin ribut becus bani cingkrang,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
istimewa,0,0,0,0,0,0,0,0,0,0,0,0,No,No
pe andingan kroasia lawan rusia drama tegang 120 menit skor 22nnbahkan dukung rusia komunis doa menang tim nya kalah adu penalti 43dari kroasia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cocok bajing,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
rezim anti islam semangat banget daftar calon pegawai negeri sipil maumaunya abdi negara anti islam,1,0,1,0,1,0,0,0,0,1,0,0,Yes,No
rizal ramli malu cium kaki jokowi jabat menteri jokowi presiden pecat menteri,0,0,0,0,0,0,0,0,0,0,0,0,No,No
usir turun cina pe ahankan pribumi arab usir turun ya,1,0,0,1,0,1,0,0,0,0,0,1,Yes,No
bangsat pick maksudnyaaa oi jilat anjing,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
enak enak makan gaji buta uang rakyat modal mulut sampah ri malu,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
iya bangga banget pas labrak nature republic pamer geblek,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
iya burik wkwkg,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
orang munafik bahaya buusemoga allah lindung,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tunggu buaya lobang ya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
presiden publikasi asi games 2018,0,0,0,0,0,0,0,0,0,0,0,0,No,No
anies bincang salat jumat erdogan warganet gubernur presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
nyata resmi ketua front bela islam adek armando 1 adek armando orang akademisi laku jahat amp kotor benci amp fitnah noda agama amp ulama,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
bikin kayak minder pot pipi tumpah berengsek tirus sodor pipi sih biar tau definisi tembem kamus gambar ide puji hati,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
hadeeeh sembunyi bangkai cium bau xf0x9fx98x85xf0x9fx98x82 ku ah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
asyik nih pesawat presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jurus orang gila kebut lalatajian tatar bayujurus kunyuk lempar buahdewa tidurpukulan matahariajian rogoh sukmohanya siul kapak naga api 212 kalah dewi siluman bukit tunggulnwirosableng nsiapsableng uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,No,No
mentari pagi agama kristen pagi umat nasrani lagu lagu nasrani hadir,0,0,0,0,0,0,0,0,0,0,0,0,No,No
habis gelap terbit terang road to 2019 ganti presiden harika ini2018,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
bacot gaya otak timpang,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
aseeqqqq iya oppa oppa sipit,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kasar sihnnkakean cocot ki,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
golong 1a halina kawin robi rekan frustasi golong 2a beli mangga campur sirup barium radium gue lupa wkwkwngolongan 3a intelngolongan 4a ceri sih gendut puber,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cina usir zaman belanda tukang penghianat,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
oh iya geblek auto nyanyi,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
rakyat dukung komisi berantas korupsi republik indonesia usut tuntas anies sandianggota dpramien rais kuasa elite politik libat korupsi,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
untung bantai warga ahmadiyah jokowi salah,1,0,1,0,1,0,0,0,0,1,0,0,Yes,No
agama kedok tipu kali polisi hasil tangkap pasang suami istri nilai tipu 5000 jemaah bawa kabur uang rupiah 100 miliar sosok,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ustad pasar senin om hitung hitung cerah jual bawang putih cina halal,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bajing rampok negara,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
oh cinta dukung presiden nya permadani ali sera cebong kampreter cantik xf0x9fx92x8bxf0x9fx92x8,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
mbah saleh ketua dewan wakil rakyat budaya identik pe unjuk seni jaka a ketua dewan wakil rakyat bambang soesatyo bambang soesatyo perintah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bicara kayak orang berak,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
a ikelnya isi 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
aher istri iya om om indonesia lawyers club kemarin ganti presiden oh mardani iya istri ketua partai adil sejahtera presiden partai adil sejahtera istri si,0,0,0,0,0,0,0,0,0,0,0,0,No,No
nih partai demokrasi indonesia juang nasional demokrat bicara ganyang partai komunis indonesia memble,1,0,0,1,0,1,0,0,0,0,0,1,Yes,No
ajar slow living organik and vegan gaya hidup urban farming life manajemen prancis bikin sadar indonesia budaya miripmirip utama budaya terima balance syukur mas,0,0,0,0,0,0,0,0,0,0,0,0,No,No
universitas titip mata mata rezim awas giat mahasiswaaneh rezim,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bantah photo bukti komunikasi sambung 2 pimpin,0,0,0,0,0,0,0,0,0,0,0,0,No,No
teriak anti asing asing fadli zon be sayang donald trump fadli zon mental munafik,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
1 mata gue sipit kayak orang korea wqwqn2 keluargan3 my voicen4 badan gue bilang idealvn5 armynand i love my everything my life my btsxf0x9fx92x9cxf0x9fx92x9cxf0x9,0,0,0,0,0,0,0,0,0,0,0,0,No,No
wkwk rejim rakyat,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bagus pha o rumah pakai bahasa indonesia bagus bagus pondok indah bintaro jaya kota wisata pakai bahas asing residen desa hill hhhhh hancur harga bahasa,0,0,0,0,0,0,0,0,0,0,0,0,No,No
anies sandi haha ter bongkar wajah asli saracen,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
haha main media sosial dungudasar kecebong,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
nih ya baca tai spam kado uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
mundur sanggup makmur rakyat,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
selamat natal xf0x9fxa4x97 hehedasar sih admin bolot xf0x9fx98x9d,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
innalillahi ilaihi rojiun keluarga nahdlatul ulama duka cita wafat kiai kholilurrahman ra lilur cicit syaikhona kholil bangkal moga allah rahmat ra lilur sisi amin,0,0,0,0,0,0,0,0,0,0,0,0,No,No
aneh ya orang orang geblek habib rizieq shihab berani komentar anggap guru berani ya gendeng tolong deh habib rizieq dukung hina guru jugandasar fira,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
memek gatal ngentot pakai kontol keker,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
kuat hadap bacot sumpah kuat,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
ungsi asing ungsi asing dodol,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
mending bubar bikin lembaga anti korupsi paradigma benarbenar bebas,1,0,0,1,0,0,0,0,1,0,0,1,Yes,No
13 pakat karakteristik pribadi cermat kondisi faktual internal sbypd susilo bambang yudhoyono taipan a limpah kayak,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
al fatihah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
butuh memek hubung rupiah haneul,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
najis mahal mahal sih,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
for me kucing cacat nih is the precious gift event sempurna but they r cute in their own way comel kucing xe2x9cx8cxf0x9fx8fxb,0,0,0,0,0,0,0,0,0,0,0,0,No,No
mantap mahmud kontol muncrat kapok ya tante bo uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
kunyuk ditindakpemerintah jokowi lemahn xe2x80xa6,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
sherlock holmes idiot geraham bel bodoh detektif temu telepon orang temu jenius ya,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
lelah amin doa lelah cacat ibadah moga dunia surga,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tuan guru bajang presiden nusantara for indonesia for rakyat,0,0,0,0,0,0,0,0,0,0,0,0,No,No
istilah kopar lapor partai komunis indonesia asing asing pria noprikarena sejati negara republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
menteri suha o homo,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
malu presiden korup era soeha o susilo bambang yudhoyono,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
tunggu hoshi sipit tunggu woozi mingyu,0,0,0,0,0,0,0,0,0,0,0,0,No,No
angkara komunis mustahil mahathir pm nih,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jokowi tunggu 2019 2017 lengser konstitusi sajahehe,1,0,1,0,0,0,0,0,1,0,0,1,Yes,No
tuan guru bajang dukung jokowi 2 periodekaum bani micin kaum bumi datar kejang kejang nih,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
prabowo mimpi ri 1 mustahil mimpi siang bolong mas piyu sakit mimpi nya,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
halo selamat siang tinggal putar minyak produk jlkunti street minyak,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ubah total anti asing asing cinta asing asing,0,0,0,0,0,0,0,0,0,0,0,0,No,No
iya harga saudara pilih orang ateis tipe orang hak lurus mata orang berbedabe,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jaman susilo bambang yudhoyono korupsi besarbesaran proyek mangkrak penak mbah,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
fokus kang menang pasang asyik amp gubernur jabar abai asyik menang aher indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ahok paham pb nya bahan serang p jokowi kelompok bani togel 212 kang surat pemberitahuan remisi napi 1 teroris koruptor narkoba kang p ahok bebas murni,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
presiden kampung sambut riah tukul kampung sambut riah gede sambut rakyat bangga rakyat indah budaya gede ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
komisi berantas korupsi mimpi berantas korupsi orang sangka koruptor,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
guru desa sei kanan deklarasi anti hoaks amp pilih kepala daerah 2018 damai,0,0,0,0,0,0,0,0,0,0,0,0,No,No
nya kaya indonesia serah asing,0,0,0,0,0,0,0,0,0,0,0,0,No,No
prank level tai anjing uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
rohingya muslim rescued at sea off sumatra indonesia ekspat,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bangkai mas,0,0,0,0,0,0,0,0,0,0,0,0,No,No
pasang calon baguskrn 2 pasang calon cenderung konflik akar rumput trbukattp sadar diribhw pt 20 susilo bambang yudhoyono brkuasajd pojok koalisi dukung jkowibra i mata kakak,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jual badan usaha milik negara migas energi beli freepo bang jual cebong cebong indonesia pintar pintar lucu lucu xf0x9fx98x80xf0x9fx98x80xf0x9fx98x80xf0x9fx98x80,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
gaji nya 3 juta prabowo presiden 6 juta pikir maju kayak sekolah kerja giat salah jokowi kayak ustad provokator,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
adanneh karcis parkir kannengga pegangnah tai serius lunntiap mal,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
larang ajar komunisme sisi perintah buka pintu masuk nya wisatawan komunis besarbesaran negeri,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
tarik gacha dantori tadikampretkandaiyaku habis,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
ronaldo pardede siswa kelas 5 sekolah dasar katolik karya yosef,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cewek jago ngentot berondong cakap bikin tante nafsu cari berondong uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
aceh usir gubernur kalimantan manado usir anggota dewan jaka a usir arab usir cina asyik nih tren usirusiran,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
lgbt musnah golong terlibatnrasuah salah kuasa musnah bangsa negara tahap bahaya dosa harap sibuk rang lbgt tutup mata mungkar nsamasama men,0,0,0,0,0,0,0,0,0,0,0,0,No,No
agama islam agama samawi bahasa arab a inya langit agama samawi bangun dasar wahyu tuhan malaikat jibril nabi rasul tulis kitab suci kitab suci alquran,0,0,0,0,0,0,0,0,0,0,0,0,No,No
rapat koordinasi kembang bandara plt gubernur jawa hadir presiden ri purbalingga,0,0,0,0,0,0,0,0,0,0,0,0,No,No
te aip presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cepat hebat lambat cacat stop comparing my self to other,0,0,0,0,0,0,0,0,0,0,0,0,No,No
maaf kang kopi bareng fahri lari negeri,0,0,0,0,0,0,0,0,0,0,0,0,No,No
yesus kristus suka bikin orang percaya hidup miskin derita hem berengsek tuhan,1,1,1,0,1,0,0,0,0,1,0,0,Yes,Yes
calon wakil presiden gempar bani oposan nama ya juragan ganti cebongkampret cerita,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
harap pe amina saing usaha minyak dunia amp negeri be ahan direktur utama tanda nasib bikinteken proyek kilang minyak realisasi cepat 35th nasehat duduk manis bikin,0,0,0,0,0,0,0,0,0,0,0,0,No,No
raih sebaliknyansaya matre bayar dianpadahal faktanyandasar banci potong itunyannfukonserawlex uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
nih jilboobs pintar sepong kontol yaakknhijab sange emut anunjilbab cantik coli colok memek bokep mesum viral xe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
antek asing impo cina usung partai adil sejahtera amp gera indonesia rayanrut ai gerakanndak munaspil ketumxf0x9fx98x80,0,0,0,0,0,0,0,0,0,0,0,0,No,No
indonesia 1 vietnam 0,0,0,0,0,0,0,0,0,0,0,0,0,No,No
mampus sangkut om om,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
jawa gereja kristen jawa gereja kristen jawa ajar bahasa jawa campur ajar kejawen budaya lokal rugi rugi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
nyali gubernur indonesia uji kembalibeliau berani lawan konglomerat konglomerat hitam gubernur berani rakyat daya 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
ganti jokowi prabowo,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
kristen nusantara iring budaya agama jalan budaya lokal lestari,0,0,0,0,0,0,0,0,0,0,0,0,No,No
masya allah dungu nya makan tahi jokowi era negeri rusuh rupiah sepe i hutang ln sepe i asetxc2xb2 bangsa jual sepe i bangun tol ambruk,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
aksi turun jokowi biar selamat indonesia malu calon presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
